address,annotate,author,booktitle,chapter,crossref,edition,editor,howpublished,institution,journal,key,month,note,number,organization,pages,publisher,school,series,title,type,volume,year,entrytype,tags,intrahash,citation,merged
 , ,Michelle X. Zhou and Vikram Aggarwal,UIST, ,conf/uist/2004, ,Steven Feiner and James A. Landay, , , , , , , , , ,ACM, , ,An optimization-based approach to dynamic data content selection in intelligent multimedia interfaces., , ,2004,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,4101f62ccfe6aac2c813c9f59f9e9bc5, , 
 , ,Like Gao and Min Wang and Xiaoyang Sean Wang and Sriram Padmanabhan,DMKD, ,conf/dmkd/2003, ,Mohammed Javeed Zaki and Charu C. Aggarwal, , , , , , , , , ,ACM, , ,A learning-based approach to estimate statistics of operators in continuous queries: a case study., , ,2003,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,afe1bff08b8748a4d041c76fbf0bf8d2, , 
 , ,Jessica Lin and Eamonn J. Keogh and Stefano Lonardi and Bill Yuan chi Chiu,DMKD, ,conf/dmkd/2003, ,Mohammed Javeed Zaki and Charu C. Aggarwal, , , , , , , , , ,ACM, , ,"A symbolic representation of time series, with implications for streaming algorithms.", , ,2003,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,fa1e412d0e747b878ac00741b4cc7353, , 
 , ,Xavier Lebègue and Jake K. Aggarwal,ICRA, , , , , , , , , , , , , , , , ,Generation of Architectural CAD Models Using a Mobile Robot., , ,1994,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,60be84333b3e33baf9faa3d4e7886308, , 
 , ,Baba C. Vemuri and Kenneth R. Diller and Jake K. Aggarwal, , , , , , , ,Pattern Recognition, , , ,3, , , , , ,A model for characterizing the motion of the solid-liquid interface in freezing solutions., ,17,1984,article,http://www.bibsonomy.org/api/tags/dblpdblp,cd92f1a1c904f51c05d0907cf75f76f4, , 
 , ,Sudhakar Yalamanchili and Miroslaw Malek and Jake K. Aggarwal, , , , , , , ,IEEE Computer, , , ,11, , , , , ,Workstations in a Local Area Network Environment., ,17,1984,article,http://www.bibsonomy.org/api/tags/dblpdblp,7447997ed47af5d07ad8960ac68b63ea, , 
 , ,Sudhakar Yalamanchili and Jake K. Aggarwal, , , , , , , ,Pattern Recognition, , , ,1, , , , , ,A system organization for parallel image processing., ,18,1985,article,http://www.bibsonomy.org/api/tags/dblpdblp,429c4f1e4d138a85452f2821861927ca, , 
 , ,Sudhakar Yalamanchili and Jake K. Aggarwal, , , , , , , ,IEEE Trans. Computers, , , ,6, , , , , ,A Characterization and Analysis of Parallel Processor Interconnection Networks., ,36,1987,article,http://www.bibsonomy.org/api/tags/dblpdblp,b78c8e2f5379240fb62444a8b2988827, , 
 , ,Dinesh Nair and Jake K. Aggarwal,ICIP (2), , , , , , , , , , , , , , , , ,Detecting Unexpected Moving Obstacles that Appear in the Path of a Navigating Robot., , ,1994,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,f7ef06465c8892899961f08469f251f8, , 
 , ,Amar Mitiche and Jake K. Aggarwal, , , , , , , ,IJPRAI, , , ,5, , , , , ,Pattern Category Assignment by Neural Networks and Nearest Neighbors Rules: A Synopsis and A Characterization., ,10,1996,article,http://www.bibsonomy.org/api/tags/dblpdblp,e3b9fbb1399ed60fa3fada773e1c32ae, , 
 , ,Amar Mitiche and Jake K. Aggarwal, , , , , , , ,Image Vision Comput., , , ,2, , , , , ,Image segmentation by conventional and information-integrating techniques: a synopsis., ,3,1985,article,http://www.bibsonomy.org/api/tags/dblpdblp,5349eaf72e2162499d9c08108d4b31f2, , 
 , ,Amar Mitiche and R. Grisell and Jake K. Aggarwal, , , , , , , ,IEEE Trans. Pattern Anal. Mach. Intell., , , ,6, , , , , ,On Smoothness of a Vector Field-Application to Optical Flow., ,10,1988,article,http://www.bibsonomy.org/api/tags/dblpdblp,79131aa8162d9bec63be29470365956b, , 
 , ,Sangho Park and Jake K. Aggarwal, , , , , , , ,Multimedia Syst., , , ,2, , , , , ,A hierarchical Bayesian network for event recognition of human actions and interactions., ,10,2004,article,http://www.bibsonomy.org/api/tags/dblpdblp,aa7112a2641070e874aa346dcd80c9aa, , 
 , ,Nagaraj Nandhakumar and Jake K. Aggarwal, , , , , , , ,Pattern Recognition, , , ,6, , , , , ,The artificial intelligence approach to pattern recognition--a perspective and an overview., ,18,1985,article,http://www.bibsonomy.org/api/tags/dblpdblp,7998a460c1a692d633fb826457fcffa3, , 
 , ,Qasim Iqbal and Jake K. Aggarwal,ICPR (2), , , , , , , , , , , , , , , , ,"Combining Structure, Color and Texture for Image Retrieval: A Performance Evaluation.", , ,2002,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,78f4f40f0af73c244e9efcf34d44d271, , 
 , ,Jon A. Webb and Jake K. Aggarwal,IJCAI, ,conf/ijcai/1981, ,Patrick J. Hayes, , , , , , , , , ,William Kaufmann, , ,Structure from Motion of Rigid and Jointed Objects., , ,1981,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,53841e3812e90eb70cc3c6c79a977d54, , 
 , ,Yuh-Lin Chang and Xavier Lebègue and Jake K. Aggarwal, , , , , , , ,Pattern Recognition, , , ,1, , , , , ,Calibrating a mobile camera's parameters., ,26,1993,article,http://www.bibsonomy.org/api/tags/dblpdblp,864e87c9d0f3c84b88ecdcc3c90790a7, , 
 , ,F. A. Merchant and Shanti J. Aggarwal and Kenneth R. Diller and Alan C. Bovik,ICIP (1), , , , , , , , , , , , , , , , ,Semi-Automatic Morphological Measurements of 2-D and 3-D Microvascular Images., , ,1994,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,4f168e4f24dfb4619d372c6a5fb91c97, , 
 , ,Nitin Aggarwal and Eric Walden,HICSS, ,conf/hicss/2005, , , , , , , , , , , ,IEEE Computer Society, , ,Standards Setting Consortia: A Transaction Cost Perspective., , ,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,6b049d85c4f74f07e42fa49a69f6360b, , 
 , ,Arpita Aggarwal and Naveen Kumar,IMSA, ,conf/imsa/2005, ,M. H. Hamza, , , , , , , , , ,IASTED/ACTA Press, , ,Adaptive Hypermedia Systems - A Requirement's Perspective., , ,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,03cbac781f1a6a966aa358458585a4db, , 
 , ,K. Vikram and Kumar Avijit and Sanjeev Kumar Aggarwal,Parallel and Distributed Computing and Networks, ,conf/pdcn/2005, ,Thomas Fahringer and M. H. Hamza, , , , , , , , , ,IASTED/ACTA Press, , ,OlyMPIx - A Program Parallelization Tool using MPI on Computational Grids., , ,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,10c6ca9700c4307efc311ce5feec7838, , 
 , ,S. Y. Lee and Sudhakar Yalamanchili and Jake K. Aggarwal, , , , , , , ,Pattern Recognition, , , ,1, , , , , ,Parallel image normalization on a mesh connected array processor., ,20,1987,article,http://www.bibsonomy.org/api/tags/dblpdblp,02e9b6a531d64a3baddc2ea7c81dd31d, , 
 , ,Fernando Macías-Garza and Kenneth R. Diller and Alan C. Bovik and Shanti J. Aggarwal and Jake K. Aggarwal, , , , , , , ,Pattern Recognition, , , ,5, , , , , ,Obtaining a solid model from optical serial sections., ,22,1989,article,http://www.bibsonomy.org/api/tags/dblpdblp,8e922cec45d751a66047436045969309, , 
 , ,Sudhakar Yalamanchili and Jake K. Aggarwal, , , , , , , ,Pattern Recognition, , , ,1, , , , , ,Analysis of a model for parallel image processing., ,18,1985,article,http://www.bibsonomy.org/api/tags/dblpdblp,5ed2df6d5b06ce8ea598f6c05d9e84f5, , 
 , ,Alexander Strehl and Jake K. Aggarwal, , , , , , , ,Mach. Vis. Appl., , , ,6, , , , , ,MODEEP: a motion-based object detection and pose estimation method for airborne FLIR sequences., ,11,2000,article,http://www.bibsonomy.org/api/tags/dblpdblp,c1319c457275c4d09e208890a0fbd5ec, , 
 , ,Michael Magee and Jake K. Aggarwal, , , , , , , ,Pattern Recognition, , , ,2, , , , , ,Robot self-location using visual reasoning relative to a single target object., ,28,1995,article,http://www.bibsonomy.org/api/tags/dblpdblp,adcce6df6843477713a75299883692e0, , 
 , ,Shishir Shah and J. K. Aggarwal, , , , , , , ,Pattern Recognition, , , ,11, , , , , ,Intrinsic parameter calibration procedure for a (high-distortion) fish-eye lens camera with distortion model and accuracy estimation., ,29,1996,article,http://www.bibsonomy.org/api/tags/dblpdblp,1d9b842c88e22f25aff817cf3d55f035, , 
 , ,Jake K. Aggarwal,PRIS, ,conf/pris/2005, ,Hugo Gamboa and Ana L. N. Fred, , , , , , , , , ,INSTICC Press, , ,Human Activity Recognition - A Grand Challenge., , ,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,690ddf0319cd3ae88ad1864f7fb321b3, , 
 , ,Alpana Dubey and Sanjeev Kumar Aggarwal and Pankaj Jalote,CSMR, ,conf/csmr/2005, , , , , , , , , , , ,IEEE Computer Society, , ,A Technique for Extracting Keyword Based Rules from a Set of Programs., , ,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,4730fc02c921cff711403ac8676c6542, , 
 , ,Rohit Aggarwal and Kunal Verma and John A. Miller and William Milnor,IEEE SCC, ,conf/IEEEscc/2004, , , , , , , , , , , ,IEEE Computer Society, , ,Constraint Driven Web Service Composition in METEOR-S., , ,2004,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,197d7b7862f9a10ac58be82665f64ce5, , 
 , ,Sudhir Aggarwal,VLSI Design, ,conf/vlsid/1996, , , , , , , , , , , ,IEEE Computer Society, , ,An Enhanced Macromodel for a CMOS Operational Amplifier for HDL Implementation., , ,1996,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,9ba4aefb1da2dbac4c98fe68d513672a, , 
 , ,Gaurav Aggarwal and Nitin Thaper and Kamal Aggarwal and M. Balakrishnan and Shashi Kumar,VLSI Design, ,conf/vlsid/1997, , , , , , , , , , , ,IEEE Computer Society, , ,A Novel Reconfigurable Co-Processor Architecture., , ,1997,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,f11c7fec79b28e3060f94e78e308cbea, , 
 , ,C. P. Ravikumar and R. Aggarwal and C. Sharma,VLSI Design, ,conf/vlsid/1997, , , , , , , , , , , ,IEEE Computer Society, , ,A Graph-Theoretic Approach for Register File Based Synthesis., , ,1997,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,85cc04809c65b2825775d33191d7c78c, , 
 , ,Alexander Strehl and Jake K. Aggarwal,SSIAI, ,conf/ssiai/2000, , , , , , , , , , , ,IEEE Computer Society, , ,A New Bayesian Relaxation Framework for the Estimation and Segmentation of Multiple Motions., , ,2000,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,dccbdbdfbaaf99dfa59f2f2f5efe10ec, , 
 , ,Gagan Aggarwal and Mayur Datar and Sridhar Rajagopalan and Matthias Ruhl,FOCS, ,conf/focs/2004, , , , , , , , , , , ,IEEE Computer Society, , ,On the Streaming Model Augmented with a Sorting Primitive., , ,2004,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,5c2ff38a37518051c46866370bd51378, , 
 , ,Gaurav Aggarwal and Amit K. Roy Chowdhury and Rama Chellappa,ICPR (4), , , , , , , , , , , , , , , , ,A System Identification Approach for Video-based Face Recognition., , ,2004,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,e0636a7c297d633e3bfba55bada20309, , 
 , ,Wojciech Zalech, , , , , , , ,IEEE Distributed Systems Online, , , ,8, , , , , ,"Book Reviews - What Hides Behind the Internet-HTTP Protocol (A review of HTTP: The Definitive Guide by David Gourley and Brian Totty, with Marjorie Sayer, Sailu Reddy and Anshu Aggarwal).", ,4,2003,article,http://www.bibsonomy.org/api/tags/dblpdblp,f4adad1f9fbc442b85aa95f2b82635a8, , 
 , ,Noriko Hara, , , , , , , ,Inf. Soc., , , ,2, , , , , ,"Web-based Learning and Teaching Technologies: Opportunities and Challenges, edited by A. Aggarwal. Hershey, PA: Idea Group Publishing, 2000.", ,20,2004,article,http://www.bibsonomy.org/api/tags/dblpdblp,a666142d439c33e8443043e55d3d2fd4, , 
 , ,Gagan Aggarwal and Mayank Bawa and Prasanna Ganesan and Hector Garcia-Molina and Krishnaram Kenthapadi and Nina Mishra and Rajeev Motwani and Utkarsh Srivastava and Dilys Thomas and Jennifer Widom and Ying Xu 0002,VLDB, ,conf/vldb/2004, ,Mario A. Nascimento and M. Tamer Özsu and Donald Kossmann and Renée J. Miller and José A. Blakeley and K. Bernhard Schiefer, , , , , , , , , ,Morgan Kaufmann, , ,Vision Paper: Enabling Privacy for the Paranoids., , ,2004,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,42f4f5f0ebc8b8b14fc692ab0f4a25da, , 
 , ,Charu C. Aggarwal and Jiawei Han and Jianyong Wang and Philip S. Yu,VLDB, ,conf/vldb/2004, ,Mario A. Nascimento and M. Tamer Özsu and Donald Kossmann and Renée J. Miller and José A. Blakeley and K. Bernhard Schiefer, , , , , , , , , ,Morgan Kaufmann, , ,A Framework for Projected Clustering of High Dimensional Data Streams., , ,2004,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,24fdb06c52288382c9c86742aaa10984, , 
 , ,Soo-Young Lee and J. K. Aggarwal, , , , , , , ,IEEE Trans. Pattern Anal. Mach. Intell., , , ,2, , , , , ,A System Design/Scheduling Strategy for Parallel Image Processing., ,12,1990,article,http://www.bibsonomy.org/api/tags/dblpdblp,7dc017d23274e5377be4fa06a0568069, , 
 , ,Abdel-Hameed A. Badawy and Aneesh Aggarwal and Donald Yeung and Chau-Wen Tseng, , , , , , , ,J. Instruction-Level Parallelism, , , , , , , , , ,The Efficacy of Software Prefetching and Locality Optimizations on Future Memory Systems., ,6,2004,article,http://www.bibsonomy.org/api/tags/dblpdblp,7797f7246eb37391b8a73d5e3d739419, , 
 , ,Michelle X. Zhou and Keith Houck and Rosario Uceda-Sosa and Shimei Pan and Min Chen and Vikram Aggarwal and James Shaw,AAAI, ,conf/aaai/2004, ,Deborah L. McGuinness and George Ferguson, , , , , , , , , ,AAAI Press / The MIT Press, , ,Responsive Information Architect: A Context-Sensitive Multimedia Conversation Framework for Information Seeking., , ,2004,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,e5a817968b5f31beab578d1393a265d5, , 
 , ,Charu C. Aggarwal, , , , , , , ,IEEE Trans. Knowl. Data Eng., , , ,4, , , , , ,A Human-Computer Interactive Method for Projected Clustering., ,16,2004,article,http://www.bibsonomy.org/api/tags/dblpdblp,990162b5644a35e1677fe20e920ef4c9, , 
 , ,Charu C. Aggarwal and Philip S. Yu,EDBT, ,conf/edbt/2004, ,Elisa Bertino and Stavros Christodoulakis and Dimitris Plexousakis and Vassilis Christophides and Manolis Koubarakis and Klemens Böhm and Elena Ferrari, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,A Condensation Approach to Privacy Preserving Data Mining., ,2992,2004,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,e8047ea230c90ed56342d534def4d0b1, , 
 , ,Charu C. Aggarwal and Jiawei Han and Jianyong Wang and Philip S. Yu,VLDB, , , , , , , , , , , , , , , , ,A Framework for Clustering Evolving Data Streams., , ,2003,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,0b55e2f3f396f6a2700221005061c4dc, , 
 , ,Sudhir Aggarwal and Sanjoy Paul and Daniel Massey and Daniela Caldararu, , , , , , , ,Computer Networks, , , ,1, , , , , ,A flexible multicast routing protocol for group communication., ,32,2000,article,http://www.bibsonomy.org/api/tags/dblpdblp,5502268be6c2a65e903585c6c41e1339, , 
 , ,Michael Rabinovich and Amit Aggarwal, , , , , , , ,Computer Networks, , , ,11-16, , , , , ,RaDaR: A Scalable Architecture for a Global Web Hosting Service., ,31,1999,article,http://www.bibsonomy.org/api/tags/dblpdblp,78c6781f4fb3a52ff4aff33bb83f2a3a, , 
 , ,Charu C. Aggarwal and Fatima Al-Garawi and Philip S. Yu, , , , , , , ,ACM Trans. Inf. Syst., , , ,3, , , , , ,On the design of a learning crawler for topical resource discovery., ,19,2001,article,http://www.bibsonomy.org/api/tags/dblpdblp,569031626893b72224fd26145402b222, , 
 , ,Alok Aggarwal, , , , , , , ,Inf. Process. Lett., , , ,3, , , , , ,Parallel Complexity of Computing a Maximal Set of Disjoint Paths., ,41,1992,article,http://www.bibsonomy.org/api/tags/dblpdblp,1cf911d6a9c8db69da076287c3b20b2b, , 
 , ,Alok Aggarwal and Don Coppersmith and Daniel J. Kleitman, , , , , , , ,Inf. Process. Lett., , , ,4, , , , , ,A Generalized Model for Understanding Evasiveness., ,30,1989,article,http://www.bibsonomy.org/api/tags/dblpdblp,5e5c24c5e80d9f21b2e98d8f9546a738, , 
 , ,Alok Aggarwal and Dina Kravets, , , , , , , ,Inf. Process. Lett., , , ,1, , , , , ,A Linear Time Algorithm for Finding all Farthest Neighbors in a Convex Polygon., ,31,1989,article,http://www.bibsonomy.org/api/tags/dblpdblp,f58d341aa5cc275ec26532a2380e4115, , 
 , ,Alok Aggarwal and Frank Thomson Leighton, , , , , , , ,Inf. Process. Lett., , , ,6, , , , , ,A Tight Lower Bound for the Train Reversal Problem., ,35,1990,article,http://www.bibsonomy.org/api/tags/dblpdblp,ede7020b8685a7c511c8546909bb1ab0, , 
 , ,Alok Aggarwal and Subhash Suri, , , , , , , ,Inf. Process. Lett., , , ,1, , , , , ,Computing the Longest Diagonal of a Simple Polygon., ,35,1990,article,http://www.bibsonomy.org/api/tags/dblpdblp,9a902a9cb2580d03d91fc924fb09e74f, , 
 , ,Suhir Aggarwal, , , , , , , ,J. Comput. Syst. Sci., , , ,2, , , , , ,"A Note on 'Indecomposable Parallel Maps' by S. Amoroso, and I. J. Epstein.", ,17,1978,article,http://www.bibsonomy.org/api/tags/dblpdblp,9a36b4d56518d2b6aaf89062a655b851, , 
 , ,Ramesh C. Agarwal and Charu C. Aggarwal and V. V. V. Prasad, , , , , , , ,J. Parallel Distrib. Comput., , , ,3, , , , , ,A Tree Projection Algorithm for Generation of Frequent Item Sets., ,61,2001,article,http://www.bibsonomy.org/api/tags/dblpdblp,5b40129a131621b0fc35ed57d736b891, , 
 , ,Soo-Young Lee and J. K. Aggarwal, , , , , , , ,IEEE Trans. Computers, , , ,4, , , , , ,A Mapping Strategy for Parallel Processing., ,36,1987,article,http://www.bibsonomy.org/api/tags/dblpdblp,7ac74d7d1f3a20207490eaa65880d860, , 
 , ,Charu C. Aggarwal and Philip S. Yu, , , , , , , ,IEEE Trans. Knowl. Data Eng., , , ,4, , , , , ,A New Approach to Online Generation of Association Rules., ,13,2001,article,http://www.bibsonomy.org/api/tags/dblpdblp,79a0e7f7c229049df08769123d9eb15d, , 
 , ,Myung Hoon Sunwoo and J. K. Aggarwal, , , , , , , ,IEEE Trans. Parallel Distrib. Syst., , , ,6, , , , , ,A Sliding Memory Plane Array Processor., ,4,1993,article,http://www.bibsonomy.org/api/tags/dblpdblp,8bdec40b275c0fe73969d70166295ea2, , 
 , ,Farshid Arman and J. K. Aggarwal, , , , , , , ,ACM Comput. Surv., , , ,1, , , , , ,Model-Based Object Recognition in Dense-Range Images - A Review., ,25,1993,article,http://www.bibsonomy.org/api/tags/dblpdblp,7408c87eecc819009b6e575e5b18082e, , 
 , ,Sudhir Aggarwal and Daniel Barbará and Kalman Z. Meth, , , , , , , ,IEEE Trans. Software Eng., , , ,12, , , , , ,"SPANNER: A Tool for the Specification, Analysis, and Evaluation of Protocols.", ,13,1987,article,http://www.bibsonomy.org/api/tags/dblpdblp,d738a9d416043f6953253225dae5acef, , 
 , ,Sudhir Aggarwal and Daniel Barbará and Kalman Z. Meth, , , , , , , ,IEEE Trans. Software Eng., , , ,3, , , , , ,A Software Environment for the Specification and Analysis of Problems of Coordination and Concurrency., ,14,1988,article,http://www.bibsonomy.org/api/tags/dblpdblp,d1f2a697c2bdbd9c0f1be1810131f154, , 
 , ,A. I. Aggarwal and Rajesh Mirani,HICSS (4), , , , , , , , , , , , , , , , ,Macro issues in the development of organizational decision support systems., , ,1995,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,812150c254e837cbab7354df1df64721, , 
 , ,Sudhir Aggarwal and Sandeep Mitra and Sanjay S. Jagdale,HICSS (2), , , , , , , , , , , , , , , , ,DCCA: a versatile paradigm for the description and development of concurrent communicating systems., , ,1995,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,fe46963fc7c2fa3bf76a577d7c2dc3eb, , 
 , ,Anil K. Aggarwal and Ron Legon,HICSS, , , , , , , , , , , , , , , , ,Institutionalizing Web Based Education: A Case Study., , ,2003,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,5feea467eb8d7944f6929081847452bc, , 
